id,ts,symbol,decision,setup,entry_price,tp1,tp2,sl,ai_score,flow_score,pre_score,oi_change,rs_1h,is_compressed,status,reason,probability,market_health,news_score,btc_regime,funding,exit_reason,pnl,pnl_pct,max_profit_pct,max_drawdown_pct,trade_state,exit_price,trigger_price,duration_minutes,outcome_trigger_hit,outcome_tp1_hit,outcome_tp2_hit,outcome_sl_hit,outcome_max_up_pct,outcome_max_down_pct,outcome_checked,outcome_trigger_min,outcome_tp1_min,outcome_tp2_min,outcome_sl_min,outcome_highest_price,outcome_lowest_price,outcome_status,first_tp_hit_time,last_update_time,outcome_mfe,outcome_mae,time_to_trigger_min,time_to_tp1_min,time_to_sl_min,shadow_rs,pnl_r,mfe_r,mae_r,exit_time,direction,shadow_tags,was_executed,execution_timestamp,actual_fill_price,execution_delay_sec,skip_reason,buy_intent_time,rs_bucket,ai_bucket,first_outcome_type,ambiguous_bar,entry_candle_ambiguous,pnl_pct_method,entry_slippage_pct,tp1_alert_sent,tp2_alert_sent,sl_alert_sent
14,2026-07-20T20:04:21.543558+00:00,SPKUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,97.3,38.3,45.5,113.78,0.356,False,WATCH,BREAKOUT setup — waiting for trigger,28.9,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
15,2026-07-20T20:04:21.545695+00:00,ICPUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,87.1,38.0,43.0,-12.11,0.152,False,WATCH,BREAKOUT setup — waiting for trigger,16.1,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
16,2026-07-20T21:19:40.024169+00:00,AVAXUSDT,BUY,DIP_BUY,6.615,6.94575,7.60725,6.55108,67.2,22.4,44.3,26.89,0.339,False,Pending ⏳,DIP_BUY trigger confirmed,21.4,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,1,0,0,0,3.08,1.66,0,7275.3,,,,6.819,6.725,FINAL,,2026-07-26T06:53:22.698143,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
17,2026-07-20T21:21:05.330103+00:00,SYNUSDT,WATCH,,0.0,0.0,0.0,0.0,82.3,52.4,55.3,115.32,-0.072,True,WATCH,No valid setup,57.0,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS<0,AI_80_100,,0,0,,,0,0,0
18,2026-07-20T21:21:05.332455+00:00,RUNEUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,86.3,51.7,52.3,161.23,-0.024,False,WATCH,BREAKOUT setup — waiting for trigger,29.7,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS<0,AI_80_100,,0,0,,,0,0,0
19,2026-07-20T21:21:05.334945+00:00,XPLUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,85.8,45.0,42.7,4061.89,0.299,False,WATCH,BREAKOUT setup — waiting for trigger,29.4,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
20,2026-07-20T21:21:05.337231+00:00,ASTERUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,100.0,39.3,37.7,240.93,0.034,False,WATCH,BREAKOUT setup — waiting for trigger,27.6,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
21,2026-07-20T21:21:05.339586+00:00,AVAXUSDT,BUY,DIP_BUY,6.615,6.94575,7.60725,6.55108,67.2,22.4,44.3,26.89,0.339,False,BUY,DIP_BUY trigger confirmed,21.4,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,6.615,0,1,0,0,0,3.08,1.66,0,7273.9,,,,6.819,6.725,FINAL,,2026-07-26T06:53:22.699672,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
22,2026-07-20T22:20:19.026742+00:00,HANAUSDT,WATCH,,0.0,0.0,0.0,0.0,78.5,35.1,26.5,123.44,3.78,False,WATCH,No valid setup,51.0,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS>1,AI_60_80,,0,0,,,0,0,0
23,2026-07-20T22:20:19.029338+00:00,AGTUSDT,PREPARE,,0.0,0.0,0.0,0.0,75.2,68.7,56.8,1056.32,0.309,False,PREPARE,No valid setup,48.2,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
24,2026-07-20T22:20:19.031601+00:00,NESUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,97.3,45.5,50.5,287.62,0.275,False,WATCH,BREAKOUT setup — waiting for trigger,29.5,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
25,2026-07-20T22:20:19.033940+00:00,KAITOUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,96.4,37.5,45.2,1166.83,0.381,False,WATCH,BREAKOUT setup — waiting for trigger,28.6,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
26,2026-07-20T22:20:19.036356+00:00,OPUSDT,WATCH,BREAKOUT,0.0,0.0,0.0,0.0,94.2,50.0,29.9,-38.63,0.037,False,WATCH,BREAKOUT setup — waiting for trigger,16.7,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,0.0,,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_80_100,,0,0,,,0,0,0
27,2026-07-20T23:19:37.044374+00:00,ETHUSDT,BUY,DIP_BUY,1902.06,1997.163,2187.369,1884.7688,70.4,25.8,20.3,-40.28,0.183,False,Pending ⏳,DIP_BUY trigger confirmed,8.7,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,1,-0.69,-1.5,0,,,,7155.4,1888.87,1873.47,FINAL,7155.4,2026-07-26T06:53:22.701260,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
28,2026-07-20T23:19:38.916420+00:00,SOLUSDT,BUY,VWAP_RECLAIM,77.71,80.42985,83.9268,76.82351579,66.7,20.8,19.1,-52.42,0.18,False,Pending ⏳,VWAP_RECLAIM trigger confirmed,9.4,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,1,-3.19,-4.3,0,,,,7155.4,75.23,74.37,FINAL,7155.4,2026-07-26T06:53:22.702789,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
29,2026-07-20T23:19:40.412876+00:00,BNBUSDT,BUY,DIP_BUY,570.552,599.0796,656.1348,566.90125,61.4,29.9,36.9,362.24,-0.047,False,Pending ⏳,DIP_BUY trigger confirmed,25.1,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,1,0,0,0,0.27,-0.31,0,7525.3,,,,572.094,568.768,FINAL,,2026-07-26T06:53:22.704348,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS<0,AI_60_80,,0,0,,,0,0,0
30,2026-07-20T23:19:45.487681+00:00,SUIUSDT,BUY,DIP_BUY,0.7644,0.80262,0.87906,0.7561005,58.1,27.1,14.3,-43.39,0.238,False,Pending ⏳,DIP_BUY trigger confirmed,9.4,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,0,0,0,1,-5.47,-6.99,0,,,,7155.2,0.7226,0.711,FINAL,7155.2,2026-07-26T06:53:22.705887,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_40_60,,0,0,,,0,0,0
31,2026-07-20T23:19:50.881210+00:00,AAVEUSDT,BUY,DIP_BUY,89.805,94.29525,103.27575,88.79778,68.0,37.6,45.3,194.3,0.087,False,Pending ⏳,DIP_BUY trigger confirmed,25.9,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,1,0,0,0,4.46,1.94,0,7155.2,,,,93.812,91.544,FINAL,,2026-07-26T06:53:22.707460,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0_0.5,AI_60_80,,0,0,,,0,0,0
32,2026-07-20T23:19:57.191804+00:00,ENAUSDT,BUY,VWAP_RECLAIM,0.0829,0.0858015,0.089532,0.08203673,79.6,21.4,20.6,-22.09,0.696,False,Pending ⏳,VWAP_RECLAIM trigger confirmed,11.7,46.8,39.0,RANGE,0.0,,,0.0,0.0,0.0,ACTIVE,0.0,0.0,0,1,1,0,0,4.1,2.29,0,7155.0,7155.0,,,0.0863,0.0848,FINAL,7155.0,2026-07-26T06:53:22.709197,0.0,0.0,0.0,0.0,0.0,UNKNOWN,,,,,LONG,[],0,,,,,,RS_0.5_1,AI_60_80,,0,0,,,0,0,0
